CLBPHK,车轮不平衡可能引起汽车行驶时过度振动（ ）。,"正确"
CLSYYD,常流式液压动力转向装置不转向时转向控制阀保持关闭。,"正确"
CLSYZD,车辆使用最多的材料是铁质材料（ ）。,"正确"
CLSZDB,齿轮是自动变速器的主要组成部分。,"正确"
CLWQDZ,车轮外倾的作用在增强前轮工作安全性和转向轻便，使前轮自动回正（ ）。,"错误"
CPCBZD,产品成本中的原材料是指构成产品实体的原料、主要材料、外购半成品、零部件、配件及辅助材料。（ ）。,"错误"
CQXSSH,充气系数是衡量不同发动机充气完善程度的一个因素。（ ）。,"正确"
CRYJJX,从燃油经济性角度出发，汽车挡位越多越好。（ ）。,"正确"
CSBSYT,车速表试验台检验汽车车速表时，车速表允许误差范围为士20%。（ ）。,"错误"
CSCGQS,车速传感器是电控液力自动变速器的信号输入装置。（ ）。,"正确"
CSGDCG,车身高度传感器的电压信号一般在0.5~5V之间变化（ ）。,"正确"
CTGBDZ,车体钢板的主要材料是热轧钢板（ ）。,"错误"
CXFDJS,拆卸发动机时应先从发动机附件开始（ ）。,"正确"
CXLQYD,长效冷却液的主要成分是乙二醇（ ）。,"正确"
CYCSZY,乘用车是指用于载人及行李，包括驾驶员座位在内最多不超过 9 座的汽车（ ）。,"正确"
CYDGDR,常用的钢的热处理有退火、正火、猝火、低火及表面热处理等（ ）。,"错误"
CZZSDS,拆装正时带时应该先标记旋转方向，以利于安装（ ）。,"正确"
CZZSPD,拆装正时皮带时应该先标记旋转方向，以利于安装（ ）。,"正确"
D_SXH_,当 EPS 失效后， 汽车将无转向功能。（ ）,"错误"
DCPYQA,电磁喷油器按电磁线圈阻值的大小可分为高阻抗型和低阻抗型两种。,"正确"
DCSCGY,当车速超过预定的最大值时 ， EPS 不工作。（ ）,"正确"
DCSSGD,当车速升高到 120 km/ h 时， EPS 的 ECU 控制电磁阀的电流保持不变。（ ）,"正确"
DDQYBD,电动汽油泵的作用是将汽油从油箱中吸出，加压后送往喷油器。,"正确"
DDSHZF,大多数后置发动机是纵向布置的，以缩短汽车的后悬架（ ）。,"错误"
DHZSKZ,点火正时控制即最佳点火提前角的控制（ ）。,"正确"
DJYLHY,电解液里含有矿物质（ ）。,"错误"
DJYSYS,电解液是由水组成的（ ）。,"错误"
DKDHXT,电控点火系统的控制内容包括点火提前角控制、初级电路通电时间控制和爆震控制三个方面（ ）。,"正确"
DKDYYJ,电控单元也叫ECU。,"正确"
DKFDJQ,电控发动机起动后，最佳点火提前角＝初始点火提前角＋基本点火提前角＋修正点火提前角（ ）。,"正确"
DKSDLZ,电控式动力转向系是在原有机械式转向系组成基础上增设一套液压助力装置。,"错误"
DKZDBS,电控自动变速器中液压控制系统主要控制换挡传递机构的丁作（ ）。,"错误"
DLZXZZ,动力转向装置的分类按功能介质不同，分为气压式和液压式两种。,"错误"
DPCGSY,底盘测功试验台的滚筒相当千连续移动的路面。（ ）。,"正确"
DPHXCL,单排行星齿轮机构中太阳轮、齿圈和带行星齿轮的行星架组成（ ）。,"正确"
DRYLJS,当燃油量警示灯点亮时 ， 车辆应该还可以再继续行驶约80km而不必加注燃油（ ）。,"错误"
DSKZDS,怠速控制的实质是怠速进气械的控制（ ）。,"正确"
DTCLBS,导通测量不是电阻测量的一种形式（ ）。,"错误"
DYRHYT,对于任何一台发动机不能缺少点火系、起动系等部分。,"错误"
DYYLBH,低压压力保护开关能在空调系统制冷剂压力较低时，使压缩机不「作（ ）。,"正确"
DZKZJQ,电子控制进气控制系统，可根据发动机的不同负荷改变进气压力。,"正确"
DZKZQY,电子控制汽油发动机减少有害排放物的措施是装用三元催化器。,"正确"
DZKZXJ,电子控制悬架系统根据路况、车速自动调节车身的高度。（ ）,"正确"
DZKZYY,电子控制液压式动力转向系统简称为EPS。（ ）。,"正确"
DZRYBD,电子燃油表的传感器仍然采用浮子式滑线电阻器结构。（ ）,"正确"
EDZZZL,额定装载质量在 2 ~ 8 t的货车是中型货车（ ）。,"错误"
EDZZZZ,额定装载质最在 2 ~ 8 t的货车是中型货车（ ）。,"错误"
EYHDYT,二氧化氮有特殊的刺激性气味（ ）。,"正确"
FBSZDX,防抱死制动系统布置方式只有两种（ ）。,"错误"
FCBLCY,风窗玻璃采用钢化玻璃（ ）。,"错误"
FCBLQX,风窗玻璃清洗液的液面过低时，应添加专用清洗液（ ）。,"正确"
FDJCDD,发电机充电电流过小时，蓄电池电解液消耗过快。,"错误"
FDJCXD,发动机拆卸吊装时下面不可站人，安全第一（ ）。,"正确"
FDJDZD,发动机的振动是由往复运动的惯性力和离心力引起的（ ）。,"正确"
FDJDZK,发动机电子控制系统以发动机计算机为控制中心来控制执行机构动作。（ ）。,"正确"
FDJGZB,发动机工作不良可能会导致耗油异常。（ ）,"正确"
FDJHHS,发动机火花塞性能良好时，电极呈现灰白色，且无积炭。,"正确"
FDJHQG,发动机换气过程包括进气过程和排气过程。（ ）。,"正确"
FDJJSJ,发动机计算机通过传感器测得发动机的部分工作参数。（ ）。,"正确"
FDJLQD,发动机冷启动时润滑油黏度高，流动性差，润滑油的压力会降低（ ）。,"错误"
FDJZCD,发动机总成大修送修标志：气缸磨损圆度误差达到0.175~0.250mm，圆柱度误差达到0.050~0.063mm;最大功率或气缸压力较标准降低25%，燃料和润滑油消耗量显著增加。（ ）。,"正确"
FDJZGZ,发动机在各种工况下运转应稳定，不得有过热现象；不应有异常响声；突然改变工况时，应过渡圆滑，不得有突爆、回火、放炮等异常情况（ ）。,"正确"
FDJZPD,发动机装配的零件、部件、总成和附件应符合相应的技术条件，各项装备应齐全，并按原设计的装配技术条件安装（ ）。,"正确"
FDLXJD,非独立悬架的汽车当一侧车轮因路面不平而跳动时，另一侧车轮不会受影响（ ）。,"错误"
FDLXJY,非独立悬架用转向传动机构的各杆件之间都采用球形较链连接，并设有防止松脱、缓冲吸振、自动消除磨损后间隙等结构措施（ ）。,"正确"
FHCSSJ,防滑差速锁简称LSD（ ）,"正确"
FLTXDB,分熘特性代表汽油凝固性能的大小（ ）。,"错误"
FLYYKZ,反力油压控制阀位于液压式EPS的电磁阀中。（ ）。,"错误"
FQZXHK,废气再循环控制系统（EGR）的作用是增加排气。,"错误"
FTAXZD,丰田A341E型自动变速器采用辛普森式行星齿轮机构。（ ）。,"正确"
FTAXZD,丰田A341E型自动变速器是5挡变速器。（ ）。,"错误"
GDSCSG,光电式车身高度传感器属于接触式传感器 。（ ）,"错误"
GJSZSY,国际上只使用美国汽车工程师协会的分类标准来标定齿轮油（ ）。,"错误"
GJXZKJ,根据形状可将减振器分为单管式和双管式（ ）。,"正确"
GJXZKJ,根据形状可将减震器分为单管式和双管式（ ）。,"正确"
GZCLDL,各种材料的零件可以同时在清洗机内清洗（ ）。,"错误"
GZSZSY,故障树中使用的符号通常分为事件符号及逻辑门符号两类。（ ）,"正确"
HHSDXN,火花塞的性能要求就是着火性能（ ）。,"错误"
HSQBPZ,活塞裙部膨胀槽一般开在受侧压力较大的一面（ ）。,"错误"
HSZQGZ,活塞在气缸中是作匀速直线往复运动的（ ）。,"错误"
HXQYXZ,焊修汽油箱之前，应用煤油或纯汽油清洗几次。,"错误"
JBZGCY,将标准公差与基本偏差相互搭配，就可以得到每一个基本尺寸的很多不同的公差带（ ）。,"正确"
JCJTGD,检查晶体管点火系统高压回路部件分火头电阻时，其电阻值应为1±0.4kΩ（ ）。,"正确"
JCPSZD,检测盘式制动器制动钳缸孔和活塞时，如有划痕、缺口、裂纹、被腐蚀和磨损，视情更换新件（ ）。,"正确"
JHGZZD,进行故障诊断时，应从复杂的部位开始检查。（ ）,"错误"
JQMWZC,节气门位置传感器用来检测节气门开度。,"正确"
JQQGJD,进气歧管绝对压力传感器是一种间接检测空气流量的传感器（ ）。,"正确"
JQQGJD,进气歧管绝对压力传感器用于测定大气压力。,"正确"
JQZXHQ,兼起转向和驱动作用的前桥称为转向驱动桥（ ）。,"正确"
JWGFSY,较为广泛使用的清洗液是温水（ ）。,"正确"
JWQZFM,节温器主阀门开启过迟，会引起发动机过热；主阀门开启过早，会使发动机预热时间延长，使发动机温度过低（ ）。,"正确"
JYBZBD,机油泵主被动齿轮啮合间隙的检修（拆卸前或装配后进行），用厚薄规在互成120°的三点测量（ ）。,"正确"
JYLBAZ,将压力表安装在汽油分配管的供油管上，打开汽油压力表开关，起动发动机怠速运转。系统压力标准为：怠速时拔下真空管时为250±20kPa；不拔真空管时为300±20kPa（ ）。,"错误"
JYYBAZ,机油一般按照黏度编号，即API编号分类（ ）。,"错误"
JZBSFS,集中表示法是把元器件各组成部分的图形符号绘制在一起的方法。（ ）,"正确"
KCDXSX,客车大修送修标志以车厢为主，结合发动机总成或其他两个总成符合大修条件的应送大修。（ ）。,"错误"
KQJLZZ,空气计量装置作用是对进入发动机的空气质量进行计量。,"错误"
KQLLJD,空气流量计的作用是测量发动机的进气量，电脑根据空气流量计的信号和转速信号确定基本喷油量（ ）。,"正确"
KTGCZQ,可通过锤子敲击分开盖和壳体（ ）。,"正确"
KTJDHG,可调节弹簧高度和弹性大小的弹性元件是电控悬架系统的执行机构。（ ）,"正确"
LGYHS_,连杆与活塞、活塞销组装后应检验活塞裙部椭圆的变化情况、活塞裙部轴线对连杆大端孔轴线的平行度以及活塞连杆组的质量（ ）。,"错误"
LHQTBZ,离合器踏板自由行程过大，离合器则会打滑；自由行程过小，又会分离不彻底（ ）。,"错误"
LHQYPD,离合器压盘弹簧过软或折断，会引起离合器打滑。,"正确"
LQXJWQ,冷却系节温器的作用是控制流经散热器的水量（ ）。,"正确"
LQYDZY,冷却液的作用就是冷却发动机（ ）。,"错误"
LSCGQK,轮速传感器可以检测车速（ ）。,"错误"
LSCGQY,轮速传感器有电磁感应式和霍尔式两种（ ）。,"正确"
LTDCJS,轮胎的层级是表示轮胎承载能力的相对指数，主要用于区别尺寸相同但结构和承载能力不同的轮胎（ ）。,"正确"
LTYLMJ,轮胎与路面间附着性能的好坏取决于两者间摩擦力的大小。（ ）,"错误"
LXSSBB,离心式水泵被广泛采用（ ）。,"错误"
LZCLBN,铝质材料不耐腐蚀，因此不能用于发动机制造（ ）。,"错误"
MCXHSZ,脉冲信号是指持续时间极短的跃变的电信号。（ ）。,"错误"
MQCYDZ,目前采用电子控制自动变速器的汽车越来越多。,"正确"
MQ_JBS,目前，基本上使用长效冷却液（ ）。,"正确"
MQ_YBQ,目前，一般汽油机的压缩比为16～22，柴油机的压缩比为6～11。,"错误"
MSKGSD,模式开关是电控液力自动变速器的执行装置。（ ）。,"错误"
PQJGBD,配气机构不定时地将各缸进气门和排气门打开、关闭，以便发动机进行换气过程（ ）。,"错误"
PZFDSY,膨胀阀堵塞有脏堵和冰堵两种（ ）。,"正确"
PZFKYK,膨胀阀可以控制进入蒸发器的制冷剂（ ）。,"正确"
QBLGJG,曲柄连杆机构所受到的力仅有气体的作用力和惯性力（ ）。,"错误"
QCCNZZ,汽车采暖装置仅用来供暖（ ）。,"错误"
QCCQZE,汽车长期在恶劣的条件下工作，不会引发故障。（ ）,"错误"
QCDLXN,汽车动力性能指标检验：台架测试汽车额定转矩，工况时驱动轮输出功率要符合GB/T18276的规定（ ）。,"正确"
QCDLZX,汽车动力转向装置由传统的机械转向器和动力转向液两部分组成。,"正确"
QCDQDT,汽车的驱动条件说明驱动力必须大于或等于滚动阻力、坡度阻力及空气阻力之和。（ ）。,"错误"
QCDZYB,汽车电子仪表显示的是即时值。（ ）,"正确"
QCEJWH,汽车二级维护是由维修企业负责执行的车辆维护作业，以检查安全部件为主，并拆检轮胎，进行轮胎换位。（ ）,"正确"
QCEJWH,汽车二级维护作业内容除一级维护作业内容以外，应以检查、调整为主，但不拆检轮胎。,"错误"
QCFDJQ,汽车发动机起动时需要大电流供电，因此汽车蓄电池充电时需要大电流充电（ ）。,"错误"
QCGZSZ,汽车故障是指汽车完全丧失工作能力的现象。（ ）,"错误"
QCHSS_,汽车行驶时，常规制动失效后，驻车制动器可以临时使用，将汽车减速（ ）。,"正确"
QCJSJG,汽车计算机故障诊断仪（俗称解码器）本身就是一个专门的小型计算机。（ ）。,"正确"
QCKKXS,汽车可靠性是指系统、总成和零件的功能在一定时间内的稳定程度。（ ）,"正确"
QCLHQD,汽车离合器的主动部分是曲轴。,"错误"
QCQDFH,汽车驱动防滑控制系统简称为 ECT 。（ ）,"错误"
QCRYJN,汽车燃油节能添加剂是添加在汽油或车用轻柴油中以降低燃油消耗。,"正确"
QCSGFC,汽车上广泛采用的起动机是靠拨叉强制使传动小齿轮轴向移动与飞轮齿圈啮合。,"正确"
QCSWXJ,球叉式万向节承载能力大，磨损小，结构紧凑，拆装方便，因此应用越来越广泛（ ）。,"错误"
QCSWXJ,球叉式万向节由于承载能力大、磨损小、结构紧凑、拆装方便，因此应用越来越广泛（ ）。,"错误"
QCWRZY,汽车污染主要来自于发动机工作排出的废气（ ）。,"正确"
QCWXDY,汽车维修对于确保客户的安全是一项重要的工作（ ）。,"正确"
QCWXNZ,汽车维修能在一定程度上维持汽车的技术状况，并能完全恢复其固有可靠性水平（ ）,"错误"
QCXJSD,汽车悬架是弹性连接车桥和车架的传力装置（ ）。,"正确"
QCXJYB,汽车悬架一般由弹性元件、导向装置、减振器和横向稳定杆等组成（ ）。,"正确"
QCYJWH,汽车一级维护后，蓄电池电解液面应高出极板15～30mm，通风孔畅通，接头牢靠。,"正确"
QCZCSQ,汽车装差速器后，可使左右两驱动轮转速不同，一快一慢（ ）。,"正确"
QCZDXZ,汽车制动系中鼓式车轮制动器按张开装置的形式不同可分为简单非平衡式制动器、平衡式制动器和自动增力式制动器。,"错误"
QCZXS_,汽车转向时，外侧转向轮偏转角越大，其转弯半径也越大（ ）。,"错误"
QDJXNS,起动机性能试验有两项：缓冲试验和全制动试验（ ）。,"错误"
QDXNAG,起动性能按GB/T18297中的检验方法进行检验，发动机在正常环境温度和低温255K（-18℃）时都能顺利起动，允许起动5次（ ）。,"错误"
QLQDQC,全轮驱动汽车广泛应用千轿车上（ ）。,"错误"
QLQDQC,全轮驱动汽车广泛应用在轿车上（ ）。,"错误"
QXDCDK,铅蓄电池都可采用快速脉冲充电。,"正确"
QYDSTG,汽油都是通过蒸熘的方式生产的（ ）。,"错误"
QYJFHZ,汽油机负荷增大，则爆燃倾向加大，应加大点火提前角。（ ）。,"错误"
QYZCWX,汽油在常温下容易挥发（ ）。,"正确"
QYZHSL,汽油中含水量过多或油路中有气阻、冰堵会导致混合气过稀的故障。,"错误"
QZWZCG,曲轴位置传感器的作用是检测汽车发动机转速。,"错误"
RCLJSG,热处理就是改变材料的内部金相组织（ ）。,"正确"
RGFDJQ,如果发动机气缸与活塞间隙过大，会引起发动机工作异常。（ ）,"正确"
RHSHKK,若活塞环开口间隙大于规定值，可能会造成机油消耗量过大（ ）。,"正确"
RHYTJJ,润滑油添加剂是指加入润滑剂中的一种或几种化合物，以使润滑剂得到某种新的特性或改善润滑剂中已有的一些特性。,"正确"
RHYZDN,润滑油脂的黏度要适当（ ）。,"正确"
RRXSSL,柔软性是塑料材料的特点之一（ ）。,"正确"
RSXSLD,热塑性塑料的优点是耐热，缺点是成型性差（ ）。,"错误"
RYXTYL,燃油系统压力由燃油泵决定（ ）。,"错误"
SCCFDJ,四冲程发动机曲轴与凸轮轴的传动比为1 : 2 （ ）。,"错误"
SDBSQK,手动变速器可以实现两侧车轮的不同速行驶（ ）。,"错误"
SDDWDB,闪点的温度比燃点高（ ）。,"错误"
SGLZDX,双管路制动系统的布置形式一轴对一轴型前轴制动器与后轴制动器同时用一套管路。,"错误"
SLQXZY,水冷却系主要由散热器、水泵、风扇、节温器和水温表等部件组成（ ）。,"正确"
SSQGTB,湿式气缸套比干式气缸套壁厚，所以装湿缸套的机体刚度要大些（ ）。,"错误"
STNJCD,桑塔纳轿车的传动形式是发动机后置后驱动（ ）。,"错误"
SYTZFP,使用听诊法判断异响，这种方法属于人工经验诊断法。（ ）,"错误"
SYWYBJ,使用万用表检测蓄电池电压，这种方法属于仪器设备诊断法。（ ）,"正确"
SZSWYB,数字式万用表的精度比模拟式万用表高（ ）。,"正确"
SZSWYB,数字式万用表只能测量直流电压（ ）。,"错误"
SZXHSZ,数字信号是指在时间上、数值上均离散的信号，它的变化在时间上不连续。（ ）。,"正确"
TBXHCG,同步信号传感器与曲轴位置传感器不能配合使用。,"正确"
TCJYCG,通常将氧传感器安装在进气管上（ ）。,"错误"
TC_DDW,通常，低电位用代码"O"表示。（ ）。,"正确"
TC_GDW,通常，高电位用代码"l"表示。（ ）。,"正确"
TLZWZC,凸轮轴位置传感器的作用是向ECU提供汽车发动机气缸所处的上止点和活塞位置的信号（ ）。,"正确"
TQHHWS,碳氢化合物是发动机缸体中未燃烧的燃料分解而成的（ ）。,"正确"
WFZBSQ,为防止变速器同时挂入两个挡位，必须在操纵机构内装设自锁装置（ ）。,"错误"
WFZXXZ,为防止细小杂质堵塞喷孔，在喷油器高压油管接头中装有孔式滤芯（ ）。,"错误"
WJQFCD,外径千分尺的测量精度可达 0.001 mm（ ）。,"错误"
WLJSHH,为了减少HC和NO，，点火时间越迟越好（ ）。,"错误"
WLSYLB,涡轮是液力变矩器的输出元件。（ ）。,"正确"
WLYKYC,五轮仪可以测出制动距离、制动时间和制动加速度。（ ）。,"错误"
WXCDZZ,万向传动装置一般由万向节与传动轴组成（ ）。,"正确"
WXJGDG,维修技工的工作职责是进行维护和修理工作，并在结束后进行最后的检查（ ）。,"错误"
WXRYJH,维修人员进行有针对性的试车，可以进一步确定故障。（ ）,"正确"
WYBKYY,万用表可以用来测量电压、电阻和频率等（ ）。,"正确"
WYTXQX,万有特性曲线一般以转速为横坐标，以转矩为纵坐标在图上绘出若干等油耗曲线和等功率曲线（ ）。,"正确"
WZFHFW,文字符号分为字母符号和辅助文字符号两大类。（ ）,"错误"
XDCCFD,蓄电池充放电就是将化学能转化为电能、电能转化为化学能的过程（ ）。,"正确"
XDCDZY,蓄电池的作用就是储存电能（ ）。,"错误"
XDCJYY,蓄电池就用于储存电能（ ）。,"错误"
XDCSYZ,蓄电池是一种化学电池（ ）。,"正确"
XHSZDY,循环式制动压力调节器间接控制轮缸制动压力。（ ）,"错误"
XJAJGS,橡胶按加工时掺入物质的不同进行分类（ ）。,"正确"
XJDJZQ,悬架的减振器仅起缓冲作用（ ）。,"错误"
XJZPGJ,橡胶制品根据原材料来源不同可分为天然橡胶和合成橡胶。,"正确"
XJZQCB,橡胶在汽车部件中使用越来越广泛（ ）。,"正确"
XPSSHX,辛普森式行星齿轮变速机构的特点是，前后两太阳轮相连。（ ）。,"正确"
XPSSHX,辛普森式行星齿轮变速机构在自动变速器中应用广泛。（ ）。,"正确"
XTFSZH,镶套法是最好的修理螺纹的方法，使用时铜套与壳体必须采用过渡配合（ ）。,"错误"
XWZBSQ,辛皖值表示汽油的爆燃性（ ）。,"错误"
XXFZZD,新型辅助制动装置中排气缓速器是目前柴油机普遍采用的一种形式。,"正确"
YBZMDD,仪表照明灯的调节按钮调整到底时，仪表照明灯应保持最大亮度（ ）。,"错误"
YCGQKS,氧传感器可使用万用表的电阻挡测量电阻值（ ）。,"错误"
YCGQYL,氧传感器用来测量排气中氧的含量。,"正确"
YGJXYJ,应根据需要举升车辆的结构、重量选择相应的举升器。,"正确"
YHGHFD,油耗高和发动机机械故障无关（ ）。,"错误"
YHGSYC,氧化锆式氧传感器的电压信号在1~5V波动（ ）。,"错误"
YLBJQS,液力变矩器是以液压油作为工作介质的。（ ）。,"正确"
YLBJQY,液力变矩器依靠液压油工作时，传动效率可达到100%。（ ）。,"错误"
YLBJQY,液力变矩器有时也能实现机械传力。（ ）。,"正确"
YQJDDQ,用千斤顶顶起汽车时，禁止在车下作业。,"正确"
YWYBCL,用万用表测量电流时，将万用表并联连接到测量部位（ ）。,"错误"
YYCYBS,越野车一般是由多桥驱动的（ ）。,"正确"
YYDCFK,油压电磁阀可使用万用表电阻挡检测线圈电阻值（ ）。,"正确"
YYFLSD,油压反力室的液流量是由电磁阀的油压来调整的。（ ）。,"错误"
YYHTSW,一氧化碳是无色、无味的气体（ ）。,"正确"
YYHTSW,一氧化碳是无色、无味、无臭、无毒的气体（ ）。,"错误"
YYHTSZ,一氧化碳随着空燃比的变稀而减少（ ）。,"正确"
YYPZSX,由于膨胀水箱位置稍高于散热器，因而箱内液面上方有一定的空间。,"正确"
YYSESY,液压式EPS所用的电磁阀一般安装在转向齿轮箱体上。（ ）。,"正确"
YYTJQD,油压调节器的作用是增大燃油压力。,"错误"
YYYWDC,液压油温度传感器是电控液力自动变速器的信号输入装置。（ ）。,"正确"
ZAZZSD,在安装正时带过程中转动凸轮轴，曲轴不应该处于上止点位置，以免损坏气门和活塞（ ）。,"正确"
ZAZZSP,在安装正时皮带过程中转动凸轮轴，曲轴不应该处于上止点位置，以免损坏气门和活塞（ ）。,"正确"
ZDBSQA,自动变速器按控制方式不同可分为液力控制自动变速器和电动变速器。,"错误"
ZDBSQC,自动变速器除了D挡外，油压都正常，主要原因是主油路调压阀卡死或调压弹簧过软（ ）。,"错误"
ZDBSQD,自动变速器的作用是实现自动换档。,"正确"
ZDBSQQ,自动变速器汽车在发动机起动后，可以直接挂档起步。,"正确"
ZDBSQY,自动变速器油温低于 60°C时，主油路油压高于正常值。（ ）。,"错误"
ZDBSQY,自动变速器液压控制系统中，阀板总成通常安装在液力变矩器之内。,"错误"
ZDQZDL,制动器制动力即为汽车制动力。（ ）。,"错误"
ZDYGGG,制动液规格根据沸点的不同来划分（ ）。,"错误"
ZDYLTJ,制动压力调节过程由制动保压、制动减压和制动增压组成。,"正确"
ZDYYYE,制动液由乙二醇组成（ ）。,"错误"
ZDYYZG,制动液要在高温、高压的环境中发挥作用（ ）。,"正确"
ZHZYDG,综合作业的工作效率相对较低，适用于车辆少、车型复杂、维修设备简单的规模较小的企业。（ ）。,"正确"
ZJSQNQ,主减速器能起到降速降扭的作用（ ）。,"错误"
ZLJGSG,制冷剂过少故障只需添加制冷剂即可（ ）。,"错误"
ZLQYWD,在冷却液温度为84~91℃时，轿车发动机温控风扇停转（ ）。,"正确"
ZMXTDG,照明系统的功能仅是照明（ ）。,"错误"
ZSYJSQ,在使用举升器时必须明确通知周围工作人员（ ）。,"正确"
ZTYDLZ,在同一电路中，导体中的电流跟导体两端的电压成正比，跟导体的电阻阻值成反比，这就是欧姆定律（ ）。,"正确"
ZWGJMG,在我国及美国， 燃油经济性指标为 MPG 。（ ）,"错误"
ZWLZYK,在涡轮增压控制系统中，涡轮室进气口与进气歧管相连。（ ）。,"错误"
ZWLZYK,在涡轮增压控制系统中，涡轮室排气口与进气歧管相连。（ ）。,"错误"
ZWXLTK,子午线轮胎可以左右换位（ ）。,"错误"
ZWXZQD,在维修中起吊作业较为广泛使用的是起吊链轮（ ）。,"正确"
ZXCDJG,转向传动机构是指转向器至转向轮之间的一整套传动杆件（ ）。,"正确"
ZXHQJ_,主销后倾角、主销内倾角、前轮外倾角和前轮前束四个内容称为四轮定位（ ）。,"错误"
ZXQDGY,转向器的功用是增大由转向盘传到转向节的力，并改变力的传递方向（ ）。,"正确"
ZXQSZX,转向器是转向系中的增速增力传动装置（ ）。,"错误"
ZYDLZX,装用动力转向装置的汽车转向后，自动回正的能量将大为减弱（ ）。,"错误"
ZYKGXH,装有开关信号传感器能检测到空调压缩机是否工作。,"正确"
